NP_001355814	NM_001368885
NP_001350463	NM_001363534
NP_001350462	NM_001363533
NP_001265595	NM_001278666
NP_001158213	NM_001164741
NP_001365174	NM_001378245
NP_001365173	NM_001378244
NP_001365175	NM_001378246
NP_000222	NM_000231
NP_803171	NM_177422
NP_001265597	NM_001278668
NP_899050	NM_183227
NP_001265596	NM_001278667
NP_057361	NM_016277
NP_001077862	NM_001084393
NP_001177370	NM_001190441
NP_001153208	NM_001159736
NP_848696	NM_178581
NP_848666	NM_178571
NP_001132928	NM_001139456
NP_001119521	NM_001126049
NP_001354549	NM_001367620
NP_001378877	NM_001391948
NP_001362252	NM_001375323
NP_001378880	NM_001391951
NP_001378876	NM_001391947
NP_001378875	NM_001391946
NP_001378874	NM_001391945
NP_001378884	NM_001391955
NP_001378883	NM_001391954
NP_001378881	NM_001391952
NP_001378879	NM_001391950
NP_001378871	NM_001391942
NP_001378878	NM_001391949
NP_057181	NM_016097
NP_001373760	NM_001386831
NP_001373762	NM_001386833
NP_001305965	NM_001319036
NP_001373761	NM_001386832
NP_004709	NM_004718
NP_001305967	NM_001319038
NP_001305969	NM_001319040
NP_919228	NM_194252
NP_001316872	NM_001329943
NP_001269100	NM_001282171
NP_001373801	NM_001386872
NP_060562	NM_018092
NP_001311025	NM_001324096
NP_079523	NM_025247
NP_001077008	NM_001083539
NP_001311026	NM_001324097
NP_001265348	NM_001278419
NP_872354	NM_182548
NP_001265349	NM_001278420
NP_001306871	NM_001319942
NP_996663	NM_206832
NP_000706	NM_000715
NP_001364192	NM_001377263
NP_705842	NM_153614
NP_001371276	NM_001384347
NP_001373796	NM_001386867
NP_001311027	NM_001324098
NP_001165896	NM_001172425
NP_001373797	NM_001386868
NP_001269099	NM_001282170
NP_001130010	NM_001136538
NP_852114	NM_181449
NP_001371277	NM_001384348
NP_001373798	NM_001386869
NP_001188406	NM_001201477
NP_001373800	NM_001386871
NP_003231	NM_003240
NP_705902	NM_153638
NP_001171443	NM_001177972
NP_001378897	NM_001391968
NP_001137459	NM_001143987
NP_001378898	NM_001391969
NP_001378895	NM_001391966
NP_001378900	NM_001391971
NP_001378901	NM_001391972
NP_001378896	NM_001391967
NP_001340370	NM_001353441
NP_001340372	NM_001353443
NP_001271184	NM_001284255
NP_001378923	NM_001391994
NP_001378928	NM_001391999
NP_001271183	NM_001284254
NP_001378932	NM_001392003
NP_001378931	NM_001392002
NP_001271181	NM_001284252
NP_001271180	NM_001284251
NP_001271186	NM_001284257
NP_001191126	NM_001204197
NP_001271182	NM_001284253
NP_113632	NM_031444
NP_001378924	NM_001391995
NP_001378935	NM_001392006
NP_001271185	NM_001284256
NP_001378934	NM_001392005
NP_001378922	NM_001391993
NP_001378933	NM_001392004
NP_001378936	NM_001392007
NP_001378929	NM_001392000
NP_001378930	NM_001392001
NP_997204	NM_207321
NP_001287813	NM_001300884
NP_001138998	NM_001145526
NP_001897	NM_001906
NP_001020371	NM_001025200
NP_001316119	NM_001329190
NP_005427	NM_005436
NP_000008	NM_000017
NP_001074010	NM_001080541
NP_001289483	NM_001302554
NP_005140	NM_005149
NP_001123292	NM_001129820
NP_001035794	NM_001040704
NP_001351390	NM_001364461
NP_612140	NM_138283
NP_001004484	NM_001004484
NP_001153797	NM_001160325
NP_001263295	NM_001276366
NP_036484	NM_012352
NP_001004747	NM_001004747
NP_001004489	NM_001004489
NP_001001921	NM_001001921
NP_001004746	NM_001004746
NP_001335152	NM_001348223
NP_149420	NM_033180
NP_001005166	NM_001005166
NP_001098992	NM_001105522
NP_001004759	NM_001004759
NP_001184216	NM_001197287
NP_001005491	NM_001005491
NP_001004700	NM_001004700
NP_001005288	NM_001005288
NP_001001920	NM_001001920
NP_001106970	NM_001113498
NP_001005279	NM_001005279
NP_001243542	NM_001256613
NP_001375417	NM_001388488
NP_001005283	NM_001005283
NP_001002905	NM_001002905
NP_001004696	NM_001004696
NP_001005211	NM_001005211
NP_001167462	NM_001173991
NP_001309272	NM_001322343
NP_001311174	NM_001324245
NP_001311177	NM_001324248
NP_003412	NM_003421
NP_001007095	NM_001007094
NP_001311180	NM_001324251
NP_001171572	NM_001178101
NP_001309270	NM_001322341
NP_001311175	NM_001324246
NP_001311178	NM_001324249
NP_001309271	NM_001322342
NP_001311188	NM_001324259
NP_001311176	NM_001324247
NP_001311189	NM_001324260
NP_001338229	NM_001351300
NP_001338228	NM_001351299
NP_954636	NM_199167
NP_001380274	NM_001393345
NP_055225	NM_014410
NP_001380277	NM_001393348
NP_001275965	NM_001289036
NP_001380276	NM_001393347
NP_001380275	NM_001393346
NP_001305451	NM_001318522
NP_001380272	NM_001393343
NP_001158210	NM_001164738
NP_001380290	NM_001393361
NP_001380284	NM_001393355
NP_001380289	NM_001393360
NP_001380291	NM_001393362
NP_001354745	NM_001367816
NP_001332780	NM_001345851
NP_001380318	NM_001393389
NP_001380319	NM_001393390
NP_001354744	NM_001367815
NP_001380306	NM_001393377
NP_001332781	NM_001345852
NP_001332779	NM_001345850
NP_001354748	NM_001367819
NP_001354746	NM_001367817
NP_001380307	NM_001393378
NP_001124194	NM_001130722
NP_001380315	NM_001393386
NP_001354740	NM_001367811
NP_001354747	NM_001367818
NP_001354743	NM_001367814
NP_001124195	NM_001130723
NP_001380317	NM_001393388
NP_001354741	NM_001367812
NP_001354742	NM_001367813
NP_001332782	NM_001345853
NP_689758	NM_152545
NP_001287664	NM_001300735
NP_001287665	NM_001300736
NP_219500	NM_033428
NP_001161340	NM_001167868
NP_001161339	NM_001167867
NP_001161343	NM_001167871
NP_001307773	NM_001320844
NP_001307768	NM_001320839
NP_001311120	NM_001324191
NP_079236	NM_024960
NP_705904	NM_153640
NP_001311122	NM_001324193
NP_001304988	NM_001318059
NP_001307767	NM_001320838
NP_001161341	NM_001167869
NP_001161342	NM_001167870
NP_001307770	NM_001320841
NP_001307769	NM_001320840
NP_001376643	NM_001389714
NP_001139114	NM_001145642
NP_001333802	NM_001346873
NP_001380329	NM_001393400
NP_001287711	NM_001300782
NP_001207425	NM_001220496
NP_001376645	NM_001389716
NP_001376647	NM_001389718
NP_001338164	NM_001351235
NP_001376640	NM_001389711
NP_001376646	NM_001389717
NP_001026786	NM_001031615
NP_001376644	NM_001389715
NP_001376642	NM_001389713
NP_542392	NM_080661
NP_001380330	NM_001393401
NP_001207423	NM_001220494
NP_001341628	NM_001354699
NP_001341274	NM_001354345
NP_001380341	NM_001393412
NP_001380338	NM_001393409
NP_001380343	NM_001393414
NP_001240729	NM_001253800
NP_001073376	NM_001079907
NP_001305458	NM_001318529
NP_001304046	NM_001317117
NP_001305455	NM_001318526
NP_001265414	NM_001278485
NP_001380368	NM_001393439
NP_001265415	NM_001278486
NP_001380358	NM_001393429
NP_001240730	NM_001253801
NP_001380366	NM_001393437
NP_001380363	NM_001393434
NP_001338638	NM_001351709
NP_001305461	NM_001318532
NP_001317250	NM_001330321
NP_001380339	NM_001393410
NP_001380361	NM_001393432
NP_001380362	NM_001393433
NP_003265	NM_003274
NP_001305456	NM_001318527
NP_001305459	NM_001318530
NP_001380370	NM_001393441
NP_001380364	NM_001393435
NP_001380360	NM_001393431
NP_001304048	NM_001317119
NP_001380372	NM_001393443
NP_001380369	NM_001393440
NP_001380388	NM_001393459
NP_001305457	NM_001318528
NP_001305453	NM_001318524
NP_001380374	NM_001393445
NP_001304050	NM_001317121
NP_001304047	NM_001317118
NP_001380359	NM_001393430
NP_001380367	NM_001393438
NP_001380371	NM_001393442
NP_057293	NM_016209
NP_001380365	NM_001393436
NP_001380373	NM_001393444
NP_001380356	NM_001393427
NP_001380357	NM_001393428
NP_001305417	NM_001318488
NP_001305419	NM_001318490
NP_001257821	NM_001270892
NP_001305421	NM_001318492
NP_055223	NM_014408
NP_001132916	NM_001139444
NP_803235	NM_177452
NP_079217	NM_024941
NP_077013	NM_024108
NP_001230666	NM_001243737
NP_067033	NM_021210
NP_775878	NM_173607
NP_001257822	NM_001270893
NP_001352272	NM_001365343
NP_057230	NM_016146
NP_001073005	NM_001079537
NP_001257826	NM_001270897
NP_001305423	NM_001318494
NP_001087225	NM_001093756
NP_001305415	NM_001318486
NP_001160093	NM_001166621
NP_001352271	NM_001365342
NP_001257820	NM_001270891
NP_001257825	NM_001270896
NP_001122307	NM_001128835
NP_001305418	NM_001318489
NP_001087224	NM_001093755
NP_001257823	NM_001270894
NP_001257824	NM_001270895
NP_001350492	NM_001363563
NP_001340696	NM_001353767
NP_001333409	NM_001346480
NP_001138295	NM_001144823
NP_001336349	NM_001349420
NP_001351601	NM_001364672
NP_001274455	NM_001287526
NP_001335002	NM_001348073
NP_001308627	NM_001321698
NP_001304934	NM_001318005
NP_001338477	NM_001351548
NP_001265565	NM_001278636
NP_060442	NM_017972
NP_001091103	NM_001097634
NP_001335137	NM_001348208
NP_001070143	NM_001076675
NP_001070817	NM_001077349
NP_001353379	NM_001366450
NP_001013683	NM_001013661
NP_001336355	NM_001349426
NP_001307932	NM_001321003
NP_001352202	NM_001365273
NP_001311083	NM_001324154
NP_001287739	NM_001300810
NP_941960	NM_198687
NP_001350675	NM_001363746
NP_001350307	NM_001363378
NP_001269465	NM_001282536
NP_066401	NM_021057
NP_001353376	NM_001366447
NP_001103467	NM_001109997
NP_001335441	NM_001348512
NP_001339746	NM_001352817
NP_001243475	NM_001256546
NP_001341167	NM_001354238
NP_001350758	NM_001363829
NP_001333011	NM_001346082
NP_001353385	NM_001366456
NP_001305638	NM_001318709
NP_001350278	NM_001363349
NP_001307933	NM_001321004
NP_000814	NM_000823
NP_001350776	NM_001363847
NP_001307931	NM_001321002
NP_001317368	NM_001330439
NP_001339339	NM_001352410
NP_808878	NM_177963
NP_001307878	NM_001320949
NP_004268	NM_004277
NP_001091080	NM_001097611
NP_001351749	NM_001364820
NP_001004485	NM_001004485
NP_006628	NM_006637
NP_001350306	NM_001363377
NP_001305412	NM_001318483
NP_149046	NM_033057
NP_001339744	NM_001352815
NP_853651	NM_181620
NP_001310956	NM_001324027
NP_001350448	NM_001363519
NP_001305136	NM_001318207
NP_001311291	NM_001324362
NP_997313	NM_207430
NP_001339374	NM_001352445
NP_001333402	NM_001346473
NP_001191023	NM_001204094
NP_079027	NM_024751
NP_001243325	NM_001256396
NP_001152751	NM_001159279
NP_001230869	NM_001243940
NP_001307554	NM_001320625
NP_001309299	NM_001322370
NP_001349940	NM_001363011
NP_001353770	NM_001366841
NP_001137381	NM_001143909
NP_008963	NM_007032
NP_001189335	NM_001202406
NP_001336347	NM_001349418
NP_001276038	NM_001289109
NP_001342148	NM_001355219
NP_001341005	NM_001354076
NP_001152996	NM_001159524
NP_114071	NM_031865
NP_001341176	NM_001354247
NP_005938	NM_005947
NP_001157578	NM_001164106
NP_942016	NM_198723
NP_001128635	NM_001135163
NP_001307551	NM_001320622
NP_001001955	NM_001001955
NP_001339345	NM_001352416
NP_001350756	NM_001363827
NP_001353374	NM_001366445
NP_803186	NM_177437
NP_001349953	NM_001363024
NP_001269541	NM_001282612
NP_001307774	NM_001320845
NP_001335442	NM_001348513
NP_001311288	NM_001324359
NP_001317388	NM_001330459
NP_001032817	NM_001037728
NP_001307879	NM_001320950
NP_001139014	NM_001145542
NP_001172078	NM_001185149
NP_001341003	NM_001354074
NP_001336357	NM_001349428
NP_473447	NM_054106
NP_001004482	NM_001004482
NP_001336407	NM_001349478
NP_001353026	NM_001366097
NP_001138986	NM_001145514
NP_001336278	NM_001349349
NP_001156996	NM_001163524
NP_001004475	NM_001004475
NP_001032893	NM_001037804
NP_055976	NM_015161
NP_001121695	NM_001128223
NP_001352181	NM_001365252
NP_001182371	NM_001195442
NP_001353383	NM_001366454
NP_001317391	NM_001330462
NP_001269898	NM_001282969
NP_001334873	NM_001347944
NP_001287689	NM_001300760
NP_001353822	NM_001366893
NP_002166	NM_002175
NP_001310597	NM_001323668
NP_001318121	NM_001331192
NP_940962	NM_198560
NP_001004757	NM_001004757
NP_001287960	NM_001301031
NP_001186590	NM_001199661
NP_776255	NM_173856
NP_001353386	NM_001366457
NP_066358	NM_021030
NP_001353771	NM_001366842
NP_001258371	NM_001271442
NP_001207407	NM_001220478
NP_001310596	NM_001323667
NP_116223	NM_032834
NP_001001953	NM_001001953
NP_001005466	NM_001005466
NP_001336343	NM_001349414
NP_001311290	NM_001324361
NP_619538	NM_138632
NP_001271360	NM_001284431
NP_001243649	NM_001256720
NP_001004452	NM_001004452
NP_001005183	NM_001005183
NP_001316892	NM_001329963
NP_001265107	NM_001278178
NP_112234	NM_030972
NP_001468	NM_001477
NP_001350012	NM_001363083
NP_001350897	NM_001363968
NP_001340278	NM_001353349
NP_001164269	NM_001170798
NP_001265132	NM_001278203
NP_001166153	NM_001172682
NP_954634	NM_199165
NP_001180559	NM_001193630
NP_001310845	NM_001323916
NP_001352829	NM_001365900
NP_001139206	NM_001145734
NP_001243195	NM_001256266
NP_001350303	NM_001363374
NP_001333410	NM_001346481
NP_001001342	NM_001001342
NP_001129225	NM_001135753
NP_001036157	NM_001042692
NP_004744	NM_004753
NP_001154994	NM_001161522
NP_001157906	NM_001164434
NP_001004701	NM_001004701
NP_001300670	NM_001313741
NP_001342408	NM_001355479
NP_001336350	NM_001349421
NP_001300787	NM_001313858
NP_940957	NM_198555
NP_001180466	NM_001193537
NP_116053	NM_032664
NP_062819	NM_019845
NP_001311085	NM_001324156
NP_001229848	NM_001242919
NP_001309386	NM_001322457
NP_002162	NM_002171
NP_001122070	NM_001128598
NP_001001915	NM_001001915
NP_001254540	NM_001267611
NP_001139201	NM_001145729
NP_001137139	NM_001143667
NP_009158	NM_007227
NP_001004483	NM_001004483
NP_036495	NM_012363
NP_998796	NM_213631
NP_001307764	NM_001320835
NP_001244246	NM_001257317
NP_001307553	NM_001320624
NP_001311244	NM_001324315
NP_001333007	NM_001346078
NP_510883	NM_078474
NP_878919	NM_182915
NP_001336209	NM_001349280
NP_001005492	NM_001005492
NP_001350757	NM_001363828
NP_001093321	NM_001099851
NP_777557	NM_174897
NP_001005369	NM_001005369
NP_005660	NM_005669
NP_001305905	NM_001318976
NP_006722	NM_006731
NP_001091953	NM_001098483
NP_001275585	NM_001288656
NP_001001963	NM_001001963
NP_001186593	NM_001199664
NP_004572	NM_004581
NP_001186805	NM_001199876
NP_001336345	NM_001349416
NP_001351750	NM_001364821
NP_001132987	NM_001139515
NP_001339342	NM_001352413
NP_001337738	NM_001350809
NP_001121687	NM_001128215
NP_001333411	NM_001346482
NP_001139434	NM_001145962
NP_001297063	NM_001310134
NP_057150	NM_016066
NP_079054	NM_024778
NP_001004690	NM_001004690
NP_001340290	NM_001353361
NP_001353849	NM_001366920
NP_001353378	NM_001366449
NP_001336376	NM_001349447
NP_001278469	NM_001291540
NP_001318063	NM_001331134
NP_001004702	NM_001004702
NP_001336344	NM_001349415
NP_001073969	NM_001080500
NP_001316449	NM_001329520
NP_001317580	NM_001330651
NP_001350279	NM_001363350
NP_001012276	NM_001012276
NP_004285	NM_004294
NP_001095837	NM_001102367
NP_001336358	NM_001349429
NP_795364	NM_176883
NP_001191293	NM_001204364
NP_001337103	NM_001350174
NP_001005235	NM_001005235
NP_001336406	NM_001349477
NP_001092689	NM_001099219
NP_001278464	NM_001291535
NP_001351859	NM_001364930
NP_001307552	NM_001320623
NP_001106868	NM_001113397
NP_005173	NM_005182
NP_001004744	NM_001004744
NP_001336352	NM_001349423
NP_001336348	NM_001349419
NP_001166152	NM_001172681
NP_001299620	NM_001312691
NP_001349941	NM_001363012
NP_001339375	NM_001352446
NP_001230870	NM_001243941
NP_689880	NM_152667
NP_037441	NM_013309
NP_001258549	NM_001271620
NP_115270	NM_032099
NP_001001956	NM_001001956
NP_001336563	NM_001349634
NP_001171505	NM_001178034
NP_001349942	NM_001363013
NP_001353232	NM_001366303
NP_001350713	NM_001363784
NP_001335001	NM_001348072
NP_001316901	NM_001329972
NP_005942	NM_005951
NP_001317531	NM_001330602
NP_001287993	NM_001301064
NP_001186014	NM_001199085
NP_001311086	NM_001324157
NP_001138244	NM_001144772
NP_005729	NM_005738
NP_001273610	NM_001286681
NP_689635	NM_152422
NP_002656	NM_002665
NP_001241685	NM_001254756
NP_001340418	NM_001353489
NP_001004691	NM_001004691
NP_803251	NM_177456
NP_001230871	NM_001243942
NP_941961	NM_198688
NP_001263271	NM_001276342
NP_001005204	NM_001005204
NP_001311172	NM_001324243
NP_001165887	NM_001172416
NP_001243276	NM_001256347
NP_001258635	NM_001271706
NP_997069	NM_207186
NP_001341163	NM_001354234
NP_001307508	NM_001320579
NP_001336562	NM_001349633
NP_996262	NM_206539
NP_001004471	NM_001004471
NP_001135886	NM_001142414
NP_001077433	NM_001083964
NP_001138641	NM_001145169
NP_001308200	NM_001321271
NP_001318062	NM_001331133
NP_115666	NM_032290
NP_001353022	NM_001366093
NP_001257417	NM_001270488
NP_001289756	NM_001302827
NP_001337322	NM_001350393
NP_443114	NM_052882
NP_004225	NM_004234
NP_001001968	NM_001001968
NP_001287658	NM_001300729
NP_001177739	NM_001190810
NP_001333400	NM_001346471
NP_777619	NM_174959
NP_055156	NM_014341
NP_001028744	NM_001033572
NP_001177418	NM_001190489
NP_001338958	NM_001352029
NP_001243525	NM_001256596
NP_062618	NM_019644
NP_001124537	NM_001131065
NP_941970	NM_198697
NP_001243324	NM_001256395
NP_001269346	NM_001282417
NP_001300923	NM_001313994
NP_001336354	NM_001349425
NP_001350537	NM_001363608
NP_001295242	NM_001308313
NP_115266	NM_032095
NP_115688	NM_032312
NP_001193612	NM_001206683
NP_036397	NM_012265
NP_001185741	NM_001198812
NP_001281068	NM_001294139
NP_001099047	NM_001105577
NP_001316446	NM_001329517
NP_001333401	NM_001346472
NP_001341002	NM_001354073
NP_056044	NM_015229
NP_001005161	NM_001005161
NP_001137440	NM_001143968
NP_001317912	NM_001330983
NP_115782	NM_032406
NP_001265151	NM_001278222
NP_055222	NM_014407
NP_057381	NM_016297
NP_067091	NM_021268
NP_001166148	NM_001172677
NP_001280241	NM_001293312
NP_001264352	NM_001277423
NP_001354209	NM_001367280
NP_001207406	NM_001220477
NP_001350280	NM_001363351
NP_001124	NM_001133
NP_056962	NM_015878
NP_872622	NM_182681
NP_001353433	NM_001366504
NP_001339344	NM_001352415
NP_001353819	NM_001366890
NP_001177978	NM_001191049
NP_001189337	NM_001202408
NP_065140	NM_020407
NP_001332858	NM_001345929
NP_001336409	NM_001349480
NP_001289942	NM_001303013
NP_001338377	NM_001351448
NP_001336342	NM_001349413
NP_001350792	NM_001363863
NP_001317002	NM_001330073
NP_056977	NM_015893
NP_001129224	NM_001135752
NP_001352732	NM_001365803
NP_001004753	NM_001004753
NP_001295099	NM_001308170
NP_660213	NM_145212
NP_001254538	NM_001267609
NP_001354207	NM_001367278
NP_112237	NM_030975
NP_055286	NM_014471
NP_001229782	NM_001242853
NP_079303	NM_025027
NP_998797	NM_213632
NP_002233	NM_002242
NP_002164	NM_002173
NP_001290062	NM_001303133
NP_001339347	NM_001352418
NP_001340025	NM_001353096
NP_001271359	NM_001284430
NP_079276	NM_025000
NP_001254542	NM_001267613
NP_859055	NM_181704
NP_001307934	NM_001321005
NP_001073995	NM_001080526
NP_001186591	NM_001199662
NP_001310957	NM_001324028
NP_870988	NM_181873
NP_001254543	NM_001267614
NP_795365	NM_176884
NP_001186704	NM_001199775
NP_001353590	NM_001366661
NP_001305906	NM_001318977
NP_001177657	NM_001190728
NP_001311419	NM_001324490
NP_001338486	NM_001351557
NP_001269205	NM_001282276
NP_001138516	NM_001145044
NP_115271	NM_032100
NP_001333006	NM_001346077
NP_001332972	NM_001346043
NP_001353025	NM_001366096
NP_700359	NM_153380
NP_001326	NM_001335
NP_542157	NM_080590
NP_001014445	NM_001014445
NP_001269367	NM_001282438
NP_001339412	NM_001352483
NP_001350302	NM_001363373
NP_001307353	NM_001320424
NP_001336378	NM_001349449
NP_001316447	NM_001329518
NP_001265102	NM_001278173
NP_001132986	NM_001139514
NP_001181966	NM_001195037
NP_872621	NM_182680
NP_060114	NM_017644
NP_001337152	NM_001350223
NP_001352800	NM_001365871
NP_001335443	NM_001348514
NP_478129	NM_058222
NP_001180565	NM_001193636
NP_001340416	NM_001353487
NP_795363	NM_176882
NP_001350755	NM_001363826
NP_001340419	NM_001353490
NP_001275583	NM_001288654
NP_001316448	NM_001329519
NP_001139505	NM_001146033
NP_001352997	NM_001366068
NP_001154993	NM_001161521
NP_001339414	NM_001352485
NP_775845	NM_173574
NP_001336353	NM_001349424
NP_066382	NM_021044
NP_001353384	NM_001366455
NP_001350074	NM_001363145
NP_758953	NM_172365
NP_997382	NM_207499
NP_001336564	NM_001349635
NP_001305636	NM_001318707
NP_001096640	NM_001103170
NP_689920	NM_152707
NP_001273584	NM_001286655
NP_001129980	NM_001136508
NP_001307556	NM_001320627
NP_001305637	NM_001318708
NP_001273400	NM_001286471
NP_001336379	NM_001349450
NP_001353024	NM_001366095
NP_001295005	NM_001308076
