NM_002495	O43181	NDUFS4
NM_152599	Q8IWD5	MFSD6L
NM_002769	P07477	PRSS1
NM_012079	O75907	DGAT1
NM_182971	Q7Z4L0	COX8C
NM_001077711	Q3LI81	KRTAP27-1
NM_001008485	Q96GZ6	SLC41A3
NM_004703	Q15276	RABEP1
NM_001195131	H0UI37	TSTD3
NM_002414	P14209	CD99
NM_001098412	Q4V321	GAGE13
NM_001318042	Q5T7W0	ZNF618
NM_001276380	Q9H501	ESF1
NM_020830	Q8IWB7	WDFY1
NM_004663	P62491	RAB11A
NM_000310	P50897	PPT1
NM_001136107	Q5VVY1	METTL11B
NM_133492	Q8TDN7	ACER1
NM_001039707	Q96C92	ENTR1
NM_003491	P41227	NAA10
NM_020350	Q6RW13	AGTRAP
NM_002019	P17948	FLT1
NM_006382	O95170	CDRT1
NM_015419	Q9NR99	MXRA5
NM_001094	Q16515	ASIC2
NM_182508	Q8N7L0	FAM216B
NM_014109	Q6PL18	ATAD2
NM_001711	P21810	BGN
NM_017988	Q6P3W7	SCYL2
NM_015965	Q9P0J0	NDUFA13
NM_032582	Q8NFA0	USP32
NM_003587	O60231	DHX16
NM_020451	Q9NZV5	SELENON
NM_001199383	Q96MT1	RNF145
NM_002207	Q13797	ITGA9
NM_001394148	Q9HB66	MKKS
NM_148894	Q8NFC6	BOD1L1
NM_004106	P30273	FCER1G
NM_017954	Q86UW7	CADPS2
NM_001135216	Q96LW9	ZSCAN31
NM_001080525	P0C7L1	SPINK8
NM_016124	Q02161	RHD
NM_005147	Q96EY1	DNAJA3
NM_001322811	Q6ZNW5	GDPGP1
NM_016145	Q9Y284	WDR83OS
NM_024116	Q9H5J8	TAF1D
NM_080655	Q96H12	MSANTD3
NM_138797	Q6NXT1	ANKRD54
NM_005458	O75899	GABBR2
NM_001349018	Q86XW9	NME9
NM_001202457	Q0VGE8	ZNF816
NM_017909	Q9NWS8	RMND1
NM_003865	Q9UBX0	HESX1
NM_001348255	P0DMW5/P0DMW4	SMIM10L2B/SMIM10L2A
NM_182961	Q8NF91	SYNE1
NM_001305	O14493	CLDN4
NM_001144990	Q9ULI1	NWD2
NM_003738	Q9Y6C5	PTCH2
NM_004540	O15394	NCAM2
NM_173511	Q6P1L5	FAM117B
NM_152513	Q5TIA1	MEI1
NM_014679	Q86XR8	CEP57
NM_001005356	Q6S5H5	POTEG
NM_020546	Q08462	ADCY2
NM_024618	Q86UT6	NLRX1
NM_014387	O43561	LAT
NM_022467	Q9H2A9	CHST8
NM_021074	P19404	NDUFV2
NM_172138	Q8IZJ0	IFNL2
NM_198152	Q765I0	UTS2B
NM_014142	Q9UKK9	NUDT5
NM_019896	Q9NR33	POLE4
NM_032832	Q86VZ4	LRP11
NM_002783	Q13046	PSG7
NM_004090	P51452	DUSP3
NM_001128159	Q5VIR6	VPS53
NM_022904	Q86YV0	RASAL3
NM_014646	Q92539	LPIN2
NM_001174164	C9JH25	PRRT4
NM_006144	P12544	GZMA
NM_014862	Q9HBZ2	ARNT2
NM_032982	P42575	CASP2
NM_022552	Q9Y6K1	DNMT3A
NM_007009	Q9BS86	ZPBP
NM_017777	Q9NXB0	MKS1
NM_016480	Q9BPZ3	PAIP2
NM_207339	Q7Z2X7	PAGE2
NM_001005183	A6NM76	OR6C76
NM_006681	P48645	NMU
NM_002804	P17980	PSMC3
NM_004344	P41208	CETN2
NM_003055	Q16572	SLC18A3
NM_003053	P54219	SLC18A1
NM_138805	Q96BQ1	FAM3D
NM_018122	Q6PI48	DARS2
NM_002594	P16519	PCSK2
NM_001257268	P0DJH9	RD3L
NM_005598	Q02575	NHLH1
NM_024041	Q9BWG6	SCNM1
NM_153256	Q86WR7	PROSER2
NM_145119	Q8NG27	PJA1
NM_001098509	O43147	SGSM2
NM_018287	Q8IWW6	ARHGAP12
NM_001185022	O95471	CLDN7
NM_001301059	Q99687	MEIS3
NM_001376801	Q9NXA8	SIRT5
NM_032214	Q9H6Q3	SLA2
NM_023919	Q9NYW3	TAS2R7
NM_004891	O75394	MRPL33
NM_014314	O95786	DDX58
NM_000979	Q07020	RPL18
NM_001270623	O60669	SLC16A7
NM_004314	P52961	ART1
NM_001077620	Q00LT1	PRCD
NM_033256	Q96A00	PPP1R14A
NM_054016	O75494	SRSF10
NM_183240	Q8WXS4	TMEM37
NM_007365	Q9Y2J8	PADI2
NM_001364730	Q9UC07	ZNF69
NM_005772	Q9Y2P8	RCL1
NM_006591	Q15054	POLD3
NM_000727	Q06432	CACNG1
NM_144576	Q96MF6	COQ10A
NM_032168	Q8IWA0	WDR75
NM_002267	O00505	KPNA3
NM_019036	Q8TB92	HMGCLL1
NM_018999	Q9H7U1	CCSER2
NM_001395222	A0A1B0GVG4	CCDC194
NM_001080500	B2RUY7	VWC2L
NM_002982	P13500	CCL2
NM_020346	Q9P2U8	SLC17A6
NM_001252499	Q9BSD3	RHNO1
NM_001042681	Q9P2R6	RERE
NM_025152	Q8TB37	NUBPL
NM_005047	Q16401	PSMD5
NM_004520	O00139	KIF2A
NM_198503	Q6UVM3	KCNT2
NM_145811	Q9UF02	CACNG5
NM_018256	Q9GZL7	WDR12
NM_080862	Q96A44	SPSB4
NM_001282556	Q9UM44	HHLA2
NM_006721	P55263	ADK
NM_005926	P55081	MFAP1
NM_017865	Q9BU19	ZNF692
NM_004364	P49715	CEBPA
NM_032837	Q969W3	FAM104A
NM_032263	Q9H095	IQCG
NM_001349634	Q8N6U8	GPR161
NM_016616	Q8N427	NME8
NM_001085481	A6NCE7	MAP1LC3B2
NM_024546	Q5W0B1	OBI1
NM_005630	Q92959	SLCO2A1
NM_005862	Q8WVM7	STAG1
NM_013266	Q9UI47	CTNNA3
NM_019078	P35504	UGT1A5
NM_001168388	Q99967	CITED2
NM_025234	Q9GZS3	WDR61
NM_031857	Q9Y5H5	PCDHA9
NM_001276501	Q9Y4H4	GPSM3
NM_001371554	P01583	IL1A
NM_001017425	O95069	KCNK2
NM_001872	Q96IY4	CPB2
NM_024874	Q8IZA0	KIAA0319L
NM_017696	Q9NXL9	MCM9
NM_002141	Q00056	HOXA4
NM_022065	Q6YHU6	THADA
NM_014717	O15090	ZNF536
NM_001039845	Q5I0G3	MDH1B
NM_001010904	Q5SZD4	GLYATL3
NM_173526	Q8N9W8	FAM71D
NM_016216	Q9UK59	DBR1
NM_001076680	A8MSI8	LYRM9
NM_025075	Q6I9Y2	THOC7
NM_014547	Q9NYL9	TMOD3
NM_152868	P48050	KCNJ4
NM_007065	Q16543	CDC37
NM_001098484	Q9Y6R1	SLC4A4
NM_018270	Q9NV56	MRGBP
NM_001135113	Q6UWQ7	IGFL2
NM_001330693	Q5JTW2	CEP78
NM_006246	Q16537	PPP2R5E
NM_001278	O15111	CHUK
NM_152474	Q8NEA5	C19orf18
NM_001004472	Q8NGX6	OR10R2
NM_001369889	Q96KX1	C4orf36
NM_001145308	Q8WZ04	LRTOMT
NM_005744	Q9Y4X5	ARIH1
NM_001483	O75323	NIPSNAP2
NM_001393	O94769	ECM2
NM_024306	Q7L5A8	FA2H
NM_173812	Q6NUT2	DPY19L2
NM_004786	O43396	TXNL1
NM_017631	Q8IY21	DDX60
NM_001001479	Q6ICL7	SLC35E4
NM_024952	Q7Z3D6	DGLUCY
NM_001162499	O75155	CAND2
NM_030877	Q8WYA6	CTNNBL1
NM_207421	Q6TGC4	PADI6
NM_001607	P09110	ACAA1
NM_001005490	A6NCV1	OR6C74
NM_018431	Q9P104	DOK5
NM_021804	Q9BYF1	ACE2
NM_001308429	Q6IPT2	FAM71E1
NM_001088	Q16613	AANAT
NM_002711	Q16821	PPP1R3A
NM_016401	Q53FT3	HIKESHI
NM_014751	O43312	MTSS1
NM_030754	P0DJI9	SAA2
NM_015672	Q9UFD9	RIMBP3
NM_178356	Q5TA78	LCE4A
NM_002710	P36873	PPP1CC
NM_015214	O94830	DDHD2
NM_001632	P05187	ALPP
NM_016529	Q9NTI2	ATP8A2
NM_001024613	A0PJY2	FEZF1
NM_001008727	P58317	ZNF121
NM_001037160	Q717R9	CYS1
NM_032346	Q9BRP1	PDCD2L
NM_001040429	O14917	PCDH17
NM_000268	P35240	NF2
NM_001329800	Q9ULL1	PLEKHG1
NM_006939	Q07890	SOS2
NM_020529	P25963	NFKBIA
NM_001004137	Q8NGK5	OR52M1
NM_001135649	A8MTJ6	FOXI3
NM_003787	O94818	NOL4
NM_173821	Q14D33	RTP5
NM_005978	P29034	S100A2
NM_138574	Q5TGJ6	HDGFL1
NM_001242805	Q58F21	BRDT
NM_018727	Q8NER1	TRPV1
NM_001005214	Q8N7C0	LRRC52
NM_019006	Q6FIF0	ZFAND6
NM_177458	P0DP57	SLURP2
NM_001127208	Q6N021	TET2
NM_021944	Q9H972	C14orf93
NM_002931	Q06587	RING1
NM_001278323	Q13875	MOBP
NM_213597	Q6ZNG9	KRBA2
NM_033515	Q8N392	ARHGAP18
NM_005982	Q15475	SIX1
NM_001037804	P0DP74/P0DP73	DEFB130A/DEFB130B
NM_001370331	P32519	ELF1
NM_013448	Q9NRL2	BAZ1A
NM_000689	P00352	ALDH1A1
NM_032357	Q96NT0	CCDC115
NM_001322966	P04181	OAT
NM_014762	Q15392	DHCR24
NM_001005	P23396	RPS3
NM_201521	Q9NSK0	KLC4
NM_138402	Q9H930	SP140L
NM_004393	Q14118	DAG1
NM_001127206	P30519	HMOX2
NM_002749	Q13164	MAPK7
NM_144639	Q96N76	UROC1
NM_006432	P61916	NPC2
NM_005233	P29320	EPHA3
NM_175617	P04732	MT1E
NM_138286	Q96N22	ZNF681
NM_020408	Q9HD34	LYRM4
NM_001256545	Q96KG7	MEGF10
NM_003884	Q92831	KAT2B
NM_032264	Q9H094	NBPF3
NM_152628	Q8N9S9	SNX31
NM_198920	Q7Z6J8	UBE3D
NM_001279	O60543	CIDEA
NM_015462	Q9H8H0	NOL11
NM_006253	Q9Y478	PRKAB1
NM_005388	Q13371	PDCL
NM_003377	P49765	VEGFB
NM_018925	Q9Y5G0	PCDHGB5
NM_006361	Q92826	HOXB13
NM_130900	Q5VY80	RAET1L
NM_001029955	Q3SXM0	DCAF4L1
NM_000514	P39905	GDNF
NM_018031	Q9NNW5	WDR6
NM_152305	Q8NBL1	POGLUT1
NM_001135197	Q8IYA8	IHO1
NM_001198628	Q06455	RUNX1T1
NM_007036	Q9NQ30	ESM1
NM_000940	Q15166	PON3
NM_001013663	Q6GMV3	PTRHD1
NM_173842	P18510	IL1RN
NM_001001919	Q8NGS5	OR13C4
NM_021088	Q9BSG1	ZNF2
NM_019609	Q96SM3	CPXM1
NM_025126	Q969K3	RNF34
NM_001004717	Q8NH43	OR4L1
NM_138571	Q9NQE9	HINT3
NM_153706	Q8NE22	SETD9
NM_005045	P78509	RELN
NM_003358	Q16739	UGCG
NM_001665	P84095	RHOG
NM_014517	Q9NZI7	UBP1
NM_001143885	O14974	PPP1R12A
NM_005275	P36915	GNL1
NM_001079866	Q9Y276	BCS1L
NM_017438	Q9NVD3	SETD4
NM_007180	O43280	TREH
NM_003486	Q01650	SLC7A5
NM_012400	Q9UNK4	PLA2G2D
NM_031898	Q9BXF9	TEKT3
NM_014819	O43164	PJA2
NM_201653	Q9BZP6	CHIA
NM_003711	O14494	PLPP1
NM_130446	Q8WZ60	KLHL6
NM_001076	P54855	UGT2B15
NM_006063	O60662	KLHL41
NM_024628	A0AV02	SLC12A8
NM_001005566	Q96R09	OR5B2
NM_015893	P81277	PRLH
NM_017662	Q9BX84	TRPM6
NM_005513	P29083	GTF2E1
NM_006610	O00187	MASP2
NM_001039876	Q8N205	SYNE4
NM_152657	Q86UU5	GGN
NM_018668	Q9H267	VPS33B
NM_001004064	Q8NGG0	OR8J3
NM_001384899	Q86YL5	TDRP
NM_018009	Q9BX59	TAPBPL
NM_004354	Q16589	CCNG2
NM_016321	Q9UBD6	RHCG
NM_001066	P20333	TNFRSF1B
NM_194359	Q9H4P4	RNF41
NM_032047	Q9BYG0	B3GNT5
NM_014688	Q92738	USP6NL
NM_000901	P08235	NR3C2
NM_001004441	A5PLL1	ANKRD34B
NM_080863	Q96NS5	ASB16
NM_017797	Q9BX70	BTBD2
NM_004671	O75928	PIAS2
NM_007003	O60829	PAGE4
NM_021201	Q9GZW8	MS4A7
NM_170606	Q8NEZ4	KMT2C
NM_001648	P07288	KLK3
NM_014214	O14732	IMPA2
NM_014141	Q9UHC6	CNTNAP2
NM_001143767	Q7Z4V0	ZNF438
NM_002792	O14818	PSMA7
NM_032301	Q5XUX1	FBXW9
NM_198690	P60411	KRTAP10-9
NM_024766	Q7Z624	CAMKMT
NM_004575	Q12837	POU4F2
NM_003914	P78396	CCNA1
NM_016323	Q9UII4	HERC5
NM_173528	Q6P656	CFAP161
NM_006802	Q12874	SF3A3
NM_001256598	Q8WWR9	PPDPFL
NM_130899	Q8TC56	FAM71B
NM_153035	Q96MN5	TCEANC2
NM_017554	Q460N5	PARP14
NM_207116	Q9NWF9	RNF216
NM_002334	O75096	LRP4
NM_001251902	Q13470	TNK1
NM_182972	Q7Z5L9	IRF2BP2
NM_130786	P04217	A1BG
NM_005769	Q8NCG5	CHST4
NM_024493	Q9BRR0	ZKSCAN3
NM_138959	Q8TAA9	VANGL1
NM_024812	Q8WXS3	BAALC
NM_001114093	Q8ND56	LSM14A
NM_001005212	Q8NGQ5	OR9Q1
NM_001751	P49589	CARS1
NM_001313893	P09429	HMGB1
NM_000755	P43155	CRAT
NM_003222	Q92754	TFAP2C
NM_032124	Q9H0R4	HDHD2
NM_004295	Q9BUZ4	TRAF4
NM_005498	Q9Y6Q5	AP1M2
NM_005144	O43593	HR
NM_001256852	C9JJH3	USP17L10
NM_145174	Q7Z6W7	DNAJB7
NM_012258	Q9Y5J3	HEY1
NM_001102608	A6NMZ7	COL6A6
NM_024083	Q9BZE9	ASPSCR1
NM_001447	Q9NYQ8	FAT2
NM_014215	P14616	INSRR
NM_001010868	Q5TEZ5	C6orf163
NM_001301015	O94929	ABLIM3
NM_021129	Q15181	PPA1
NM_152543	Q96LM5	C4orf45
NM_005290	P49685	GPR15
NM_005853	P78411	IRX5
NM_004640	Q13838	DDX39B
NM_004645	P38432	COIL
NM_001042573	Q8NFI3	ENGASE
NM_001099783	Q8N1A6	C4orf33
NM_013401	Q8TBN0	RAB3IL1
NM_130807	Q96BX8	MOB3A
NM_001364608	P45984	MAPK9
NM_003324	O75386	TULP3
NM_021815	Q9GZV3	SLC5A7
NM_001003794	Q99685	MGLL
NM_001144825	Q59EK9	RUNDC3A
NM_001393929	Q8TET4	GANC
NM_004415	P15924	DSP
NM_001008747	A4D2H0	CTAGE15
NM_001004439	Q9UKX5	ITGA11
NM_205854	Q6UW10	SFTA2
NM_004933	P55291	CDH15
NM_001378743	Q9NQC7	CYLD
NM_020390	Q9GZV4	EIF5A2
NM_005441	Q13112	CHAF1B
NM_004432	Q12926	ELAVL2
NM_004118	O43638	FOXS1
NM_017669	Q2NKX8	ERCC6L
NM_014718	Q9BQT9	CLSTN3
NM_032526	Q9BXI3	NT5C1A
NM_175067	Q96RI8	TAAR6
NM_004996	P33527	ABCC1
NM_003129	Q14534	SQLE
NM_022761	Q9H5F2	C11orf1
NM_024717	Q6DN14	MCTP1
NM_003378	O15240	VGF
NM_006431	P78371	CCT2
NM_001395223	A0A1B0GUV1	C17orf114
NM_018035	Q9NW81	DMAC2
NM_000353	P17735	TAT
NM_001357	Q08211	DHX9
NM_005918	P40926	MDH2
NM_152284	Q96CF2	CHMP4C
NM_000462	Q05086	UBE3A
NM_002349	O60449	LY75
NM_002659	Q03405	PLAUR
NM_004237	Q15645	TRIP13
NM_203299	Q5VYM1	C9orf131
NM_206899	Q8NGE3	OR10P1
NM_014079	Q9UIH9	KLF15
NM_004771	O60882	MMP20
NM_181614	Q3SYF9	KRTAP19-7
NM_001195234	P0CI26	TRIM49C
NM_001310136	E9PQR5	NPIPB8
NM_001033873	Q0VAQ4	SMAGP
NM_016481	Q9BU70	TRMO
NM_001330	Q16619	CTF1
NM_000741	P08173	CHRM4
NM_000042	P02749	APOH
NM_182795	Q86SE8	NPM2
NM_001185097	P01308	INS
NM_173798	Q6PEW1	ZCCHC12
NM_032758	Q7RTV0	PHF5A
NM_006330	O75608	LYPLA1
NM_012392	Q9UBV8	PEF1
NM_004897	Q9UNW1	MINPP1
NM_001291984	Q15262	PTPRK
NM_001322476	Q92902	HPS1
NM_017671	Q9BQL6	FERMT1
NM_001256627	Q8IWQ3	BRSK2
NM_007021	Q9NTK1	DEPP1
NM_024552	Q9HA82	CERS4
NM_012149	Q96PT3	DUX5
NM_033082	P82979	SARNP
NM_001098835	Q8N5U1	MS4A15
NM_016010	Q96GY0	ZC2HC1A
NM_024596	Q8NEM0	MCPH1
NM_001012642	Q8IUY3	GRAMD2A
NM_003375	P45880	VDAC2
NM_001379470	Q96LK0	CEP19
NM_001679	P54709	ATP1B3
NM_001322255	A6PVL3	KNCN
NM_001017978	Q5H943	CT83
NM_001099625	Q9H019	MTFR1L
NM_000540	P21817	RYR1
NM_001039891	Q2M3X9	ZNF674
NM_001164811	Q6UWS5	PET117
NM_006083	Q13123	IK
NM_001319	P78368	CSNK1G2
NM_001382504	P0DUD1/P0DUD2/P0DTA3/A0A494C191	SPDYE8/SPDYE17/SPDYE11/SPDYE9
NM_004794	Q14088	RAB33A
NM_006831	Q92989	CLP1
NM_138441	Q8N884	CGAS
NM_018708	Q9BSK4	FEM1A
NM_001288733	Q8IWB9	TEX2
NM_001394663	O15165	LDLRAD4
NM_139171	P59095	STARD6
NM_152516	Q8N668	COMMD1
NM_001004689	Q8NG83	OR2M3
NM_005105	Q9Y5S9	RBM8A
NM_001504	P49682	CXCR3
NM_032229	Q9H5Y7	SLITRK6
NM_001831	P10909	CLU
NM_002147	P09067	HOXB5
NM_138960	Q8IUE1	TGIF2LX
NM_001005272	Q8NH83	OR4A5
NM_001100396	Q8N5S3	C2orf73
NM_001083619	P42262	GRIA2
NM_207408	Q6ZNM6	TEX43
NM_001244580	Q9Y4A5	TRRAP
NM_018900	Q9Y5I3	PCDHA1
NM_017655	Q8TF65	GIPC2
NM_006958	P17020	ZNF16
NM_001375401	Q9UPZ9	CILK1
NM_016302	Q96SW2	CRBN
NM_033334	Q15406	NR6A1
NM_025059	Q8IYT3	CCDC170
NM_052864	Q96CG3	TIFA
NM_001040455	Q8NBJ9	SIDT2
NM_207320	Q7L8S5	OTUD6A
NM_025058	Q7Z4K8	TRIM46
NM_005796	P61970	NUTF2
NM_001168214	F5H4A9	C3orf80
NM_001146033	P0C7T3	OR56A5
NM_181552	P39880	CUX1
NM_021794	Q9UKF2	ADAM30
NM_000702	P50993	ATP1A2
NM_017765	Q6ZP29	SLC66A1
NM_138326	Q8TDX5	ACMSD
NM_014211	O00591	GABRP
NM_001145313	Q9BXM9	FSD1L
NM_004551	O75489	NDUFS3
NM_001164835	Q5T7N2	L1TD1
NM_002688	Q99719	SEPTIN5
NM_173833	Q6ZMJ2	SCARA5
NM_022896	Q9BQK8	LPIN3
NM_053274	Q92990	GLMN
NM_004767	O60883	GPR37L1
NM_001171818	Q03181	PPARD
NM_152446	Q6ZU80	CEP128
NM_001140	P16050	ALOX15
NM_001145014	A6NLU0	RFPL4A
NM_001074	P16662	UGT2B7
NM_016032	Q9Y397	ZDHHC9
NM_001143942	Q9BX46	RBM24
NM_001368719	O60565	GREM1
NM_021733	Q9UJT2	TSKS
NM_058165	Q96PD6	MOGAT1
NM_014361	O94779	CNTN5
NM_004727	O60721	SLC24A1
NM_003128	Q01082	SPTBN1
NM_018648	Q9NPE3	NOP10
NM_002627	Q01813	PFKP
NM_024915	Q6ISB3	GRHL2
NM_001375908	Q8NHU3	SGMS2
NM_003875	P49915	GMPS
NM_020313	Q6FI81	CIAPIN1
NM_173829	Q8N9Q2	SREK1IP1
NM_000083	P35523	CLCN1
NM_003861	Q96JK2	DCAF5
NM_212551	Q96S90	LYSMD1
NM_018250	Q9NV88	INTS9
NM_152627	A4D256	CDC14C
NM_018094	Q8IYD1	GSPT2
NM_182476	Q9Y2Z9	COQ6
NM_012369	Q13607	OR2F1
NM_058173	Q96DR8	MUCL1
NM_000759	P09919	CSF3
NM_001005188	Q8NH79	OR6X1
NM_181610	Q3LI73	KRTAP19-4
NM_015354	Q5SRE5	NUP188
NM_172000	Q5T9Z0	TEDDM1
NM_005228	P00533	EGFR
NM_003900	Q13501	SQSTM1
NM_002699	Q03052	POU3F1
NM_207307	Q6NXP0	EFCAB12
NM_022053	Q9GZY0	NXF2B
NM_031220	Q9BZ71	PITPNM3
NM_006795	Q9H4M9	EHD1
NM_004352	P23435	CBLN1
NM_024022	P57727	TMPRSS3
NM_001256706	Q9UM13	ANAPC10
NM_001242811	Q9Y2G4	ANKRD6
NM_004725	O43684	BUB3
NM_033542	Q8N2H4	SYS1
NM_004927	Q13405	MRPL49
NM_018972	Q8TB36	GDAP1
NM_014157	Q9H0I3	CCDC113
NM_016652	Q9BZJ0	CRNKL1
NM_016037	Q9Y3A2	UTP11
NM_198040	Q8IXK0	PHC2
NM_020704	Q9ULQ0	STRIP2
NM_001270508	P21580	TNFAIP3
NM_000298	P30613	PKLR
NM_001004756	Q9H341	OR51M1
NM_001351589	A0A1B0GVH6	C13orf42
NM_004210	O76050	NEURL1
NM_000184	P69892	HBG2
NM_001144956	A6NNX1	RIIAD1
NM_175862	P42081	CD86
NM_005220	O60479	DLX3
NM_001040616	Q8NG48	LINS1
NM_013270	Q9UI38	PRSS50
NM_001354587	A6QL64	ANKRD36
NM_016096	Q9Y5V0	ZNF706
NM_018131	Q53EZ4	CEP55
NM_152716	Q86TB9	PATL1
NM_001005329	Q8NGJ6	OR51A4
NM_144709	Q3MIT2	PUS10
NM_001352242	Q8WWX8	SLC5A11
NM_001640	P13798	APEH
NM_032932	Q86YS3	RAB11FIP4
NM_002016	P20930	FLG
NM_014691	O60306	AQR
NM_000981	P84098	RPL19
NM_001100916	Q96T53	MBOAT4
NM_003810	P50591	TNFSF10
NM_006816	Q12907	LMAN2
NM_002344	P29376	LTK
NM_012437	O95295	SNAPIN
NM_182502	Q86T26	TMPRSS11B
NM_003656	Q14012	CAMK1
NM_019094	Q9NZJ9	NUDT4
NM_178818	Q8IZR5	CMTM4
NM_001130057	P29692	EEF1D
NM_004387	P52952	NKX2-5
NM_207393	Q6UXB1	IGFL3
NM_001145971	Q8NBN7	RDH13
NM_005506	Q14108	SCARB2
NM_152678	Q8IWF6	DENND6A
NM_016035	Q9Y3A0	COQ4
NM_022067	Q9H9C1	VIPAS39
NM_003845	Q9NR20	DYRK4
NM_032528	Q96JF0	ST6GAL2
NM_013328	Q96C36	PYCR2
NM_017741	Q9NXF7	DCAF16
NM_152723	Q8N998	CCDC89
NM_015155	Q92615	LARP4B
NM_001005279	Q8NGY2	OR6K2
NM_004944	Q13609	DNASE1L3
NM_001245002	P08651	NFIC
NM_134441	P04090	RLN2
NM_001142784	Q14626	IL11RA
NM_022160	Q5VZB9	DMRTA1
NM_001235	P50454	SERPINH1
NM_014595	Q8TCD5	NT5C
NM_001099640	Q9NV29	TMEM100
NM_015545	O75127	PTCD1
NM_021044	O43323	DHH
NM_000127	Q16394	EXT1
NM_018453	Q56P03	EAPP
NM_002175	P01568	IFNA21
NM_001136039	Q9GZT8	NIF3L1
NM_001394579	A5YM72	CARNS1
NM_016448	Q9NZJ0	DTL
NM_007147	Q9Y473	ZNF175
NM_001285	A8K7I4	CLCA1
NM_001150	P15144	ANPEP
NM_005408	Q99616	CCL13
NM_001303245	Q15283	RASA2
NM_002259	P26715	KLRC1
NM_001136485	A6NJI1	C11orf86
NM_020856	Q63HK5	TSHZ3
NM_001395507	Q7RTY8	TMPRSS7
NM_024047	Q9BW91	NUDT9
NM_014265	Q9UKQ2	ADAM28
NM_145212	Q8TCC3	MRPL30
NM_016077	Q9Y3E5	PTRH2
NM_014077	Q9Y421	FAM32A
NM_001082968	Q6ZVM7	TOM1L2
NM_003292	P12270	TPR
NM_001366191	Q8WY98	TMEM234
NM_020834	Q8IX15	HOMEZ
NM_000147	P04066	FUCA1
NM_032152	Q96QH2	PRAM1
NM_004982	Q15842	KCNJ8
NM_030928	Q9H211	CDT1
NM_006694	O76095	JTB
NM_002474	P35749	MYH11
NM_000968	P36578	RPL4
NM_003073	Q12824	SMARCB1
NM_001370193	P78318	IGBP1
NM_152718	Q96DN2	VWCE
NM_000477	P02768	ALB
NM_032607	Q68CJ9	CREB3L3
NM_001079815	Q4KMG9	TMEM52B
NM_004820	O75881	CYP7B1
NM_001270454	O00308	WWP2
NM_001127213	Q16553	LY6E
NM_001199629	P14649	MYL6B
NM_173468	Q7L9L4	MOB1B
NM_005225	Q01094	E2F1
NM_001013354	B2RN74	OR11H12
NM_015465	Q8TEQ6	GEMIN5
NM_025211	Q5VSY0	GKAP1
NM_198285	Q86TI4	WDR86
NM_001199346	Q8TCD1	C18orf32
NM_005729	P30405	PPIF
NM_001611	P13686	ACP5
NM_001193424	Q9H5I1	SUV39H2
NM_183008	Q5T124	UBXN11
NM_004515	Q12905	ILF2
NM_004548	O96000	NDUFB10
NM_002387	P23508	MCC
NM_153813	Q8IX07	ZFPM1
NM_000180	Q02846	GUCY2D
NM_002985	P13501	CCL5
NM_033043	P0DN86	CGB8
NM_024754	Q8WV60	PTCD2
NM_001414	Q14232	EIF2B1
NM_018201	Q9NVG8	TBC1D13
NM_001079530	P0CG36	CFC1B
NM_006548	Q9Y6M1	IGF2BP2
NM_001031734	Q6P4F2	FDX2
NM_001004752	A6NGY5	OR51F1
NM_001378452	Q14643	ITPR1
NM_144615	Q96BF3	TMIGD2
NM_031921	Q5T9A4	ATAD3B
NM_198924	Q86UV7	TRIM73
NM_001358413	A6NGD5	ZSCAN5C
NM_022098	Q9NQH7	XPNPEP3
NM_002149	P37235	HPCAL1
NM_025237	Q9BQB4	SOST
NM_004526	P49736	MCM2
NM_021223	Q01449	MYL7
NM_000386	Q13867	BLMH
NM_000191	P35914	HMGCL
NM_005446	O15547	P2RX6
NM_152558	Q6IPM2	IQCE
NM_000422	Q04695	KRT17
NM_031478	Q71RH2	TLCD3B
NM_017681	Q9H1M0	NUP62CL
NM_000910	P49146	NPY2R
NM_004973	Q92833	JARID2
NM_019052	Q8TD31	CCHCR1
NM_001099219	Q3LI54	KRTAP19-8
NM_001368142	Q86TZ1	TTC6
NM_001076674	Q71RG4	TMUB2
NM_198850	Q6NSJ2	PHLDB3
NM_033251	P26373	RPL13
NM_018979	Q9H4A3	WNK1
NM_003164	Q13190	STX5
NM_021195	P56747	CLDN6
NM_152490	Q8NCR0	B3GALNT2
NM_153215	Q8N112	LSMEM2
NM_006182	Q16832	DDR2
NM_000923	Q08493	PDE4C
NM_144602	Q8WTQ4	C16orf78
NM_022034	Q86UP6	CUZD1
NM_020772	Q7Z417	NUFIP2
NM_003549	O43820	HYAL3
NM_178507	Q86UD1	OAF
NM_001003811	Q8IYF3	TEX11
NM_001420	Q14576	ELAVL3
NM_005660	P78381	SLC35A2
NM_020431	Q9P1W3	TMEM63C
NM_021089	P17098	ZNF8
NM_014970	Q92845	KIFAP3
NM_001371	Q96JB1	DNAH8
NM_021079	P30419	NMT1
NM_015055	Q9UH65	SWAP70
NM_194460	Q9BV68	RNF126
NM_152307	Q96FX7	TRMT61A
NM_030783	Q9BVG9	PTDSS2
NM_203434	Q5T953	IER5L
NM_014080	Q9NRD8	DUOX2
NM_173810	Q8N5M4	TTC9C
NM_002586	P40425	PBX2
NM_030943	Q9BXJ7	AMN
NM_016505	Q9NP64	ZCCHC17
NM_001128225	Q96H72	SLC39A13
NM_001355219	Q8NH81	OR10G6
NM_005949	P04733	MT1F
NM_001204	Q13873	BMPR2
NM_175882	Q8IUH8	SPPL2C
